tweet_id,dog_name,dog_stage,rating/10,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
799757965289017345,Sobe,doggo,13,2506,9390,Border_collie,44.3,True,collie,28.9,True,Shetland_sheepdog,19.6,True
799757965289017345,Sobe,None,13,2506,9390,Border_collie,44.3,True,collie,28.9,True,Shetland_sheepdog,19.6,True
799422933579902976,Longfellow,None,12,2213,8965,miniature_pinscher,58.4,True,redbone,27.6,True,toy_terrier,1.9,True
799297110730567681,Jeffrey,None,11,3227,11065,malamute,98.5,True,Siberian_husky,0.6,True,Eskimo_dog,0.5,True
799063482566066176,Mister,None,11,2863,9058,Norfolk_terrier,33.4,True,Norwich_terrier,23.2,True,Australian_terrier,21.4,True
798933969379225600,Iroh,None,12,5203,14712,Siberian_husky,70.3,True,Eskimo_dog,22.9,True,malamute,4.4,True
798925684722855936,Shadow,None,11,1663,8246,West_Highland_white_terrier,53.9,True,cairn,18.5,True,Norfolk_terrier,16.3,True
798209839306514432,Cooper,None,13,2954,11548,Pekinese,52.5,True,Shih-Tzu,10.3,True,Pomeranian,9.8,True
797971864723324932,None,None,12,3652,13018,American_Staffordshire_terrier,49.0,True,Chihuahua,30.6,True,Staffordshire_bullterrier,7.3,True
797971864723324932,None,pupper,12,3652,13018,American_Staffordshire_terrier,49.0,True,Chihuahua,30.6,True,Staffordshire_bullterrier,7.3,True
797545162159308800,Cassie,None,12,5656,16198,Pembroke,95.4,True,Cardigan,3.4,True,papillon,1.0,True
797236660651966464,Pancake,None,12,7726,22328,collie,76.7,True,Border_collie,10.1,True,kelpie,4.8,True
796865951799083009,Tyr,None,12,2198,8564,Cardigan,83.9,True,Boston_bull,8.1,True,Pembroke,3.5,True
796759840936919040,Romeo,None,11,3562,13256,American_Staffordshire_terrier,46.4,True,Staffordshire_bullterrier,15.6,True,Weimaraner,13.8,True
796484825502875648,None,doggo,12,2042,8472,cocker_spaniel,11.7,True,seat_belt,10.8,False,Australian_terrier,10.0,True
796484825502875648,None,None,12,2042,8472,cocker_spaniel,11.7,True,seat_belt,10.8,False,Australian_terrier,10.0,True
796387464403357696,Snicku,None,12,4861,12334,Pekinese,46.1,True,Pomeranian,28.9,True,Siamese_cat,5.2,False
796149749086875649,Ruby,None,11,16628,36177,golden_retriever,60.0,True,Labrador_retriever,14.1,True,seat_belt,8.7,False
796116448414461957,None,None,11,2813,10139,Cardigan,70.0,True,Pembroke,26.1,True,papillon,1.7,True
796080075804475393,Yogi,None,12,2703,9469,chow,97.4,True,Tibetan_mastiff,1.4,True,gibbon,0.2,False
796031486298386433,Daisy,None,13,4284,12071,golden_retriever,89.4,True,Labrador_retriever,7.0,True,doormat,0.8,False
795464331001561088,None,doggo,13,27728,55683,golden_retriever,19.3,True,Chesapeake_Bay_retriever,15.8,True,soft-coated_wheaten_terrier,12.5,True
795464331001561088,None,None,13,27728,55683,golden_retriever,19.3,True,Chesapeake_Bay_retriever,15.8,True,soft-coated_wheaten_terrier,12.5,True
795400264262053889,Brody,None,12,3323,11270,golden_retriever,92.5,True,Labrador_retriever,5.9,True,tennis_ball,0.4,False
794926597468000259,Mack,None,12,2697,11492,teddy,57.0,False,bath_towel,17.4,False,toy_poodle,3.8,True
794332329137291264,Nimbus,None,12,3088,10686,Samoyed,98.8,True,malamute,0.5,True,Great_Pyrenees,0.3,True
793962221541933056,Maximus,None,12,5711,18910,Labrador_retriever,86.2,True,golden_retriever,4.4,True,Staffordshire_bullterrier,1.6,True
793845145112371200,Clark,None,13,2187,10295,Old_English_sheepdog,76.5,True,Bedlington_terrier,11.3,True,Kerry_blue_terrier,4.8,True
793601777308463104,Dobby,None,12,1908,8926,miniature_pinscher,53.9,True,Chihuahua,21.8,True,toy_terrier,8.9,True
793500921481273345,Fiona,None,12,2786,11953,golden_retriever,32.6,True,Labrador_retriever,22.0,True,Chesapeake_Bay_retriever,16.3,True
793286476301799424,Moreton,None,13,10723,27597,Afghan_hound,27.5,True,borzoi,14.2,True,doormat,11.0,False
793271401113350145,Dave,None,12,2763,9677,Siberian_husky,23.2,True,Eskimo_dog,20.7,True,Pembroke,7.0,True
793256262322548741,None,None,12,9714,22350,basset,20.8,True,Walker_hound,6.1,True,beagle,4.1,True
793241302385262592,Tucker,None,13,3812,11780,golden_retriever,55.9,True,Labrador_retriever,39.0,True,cocker_spaniel,3.6,True
793226087023144960,Juno,None,11,3338,11001,wire-haired_fox_terrier,45.6,True,Lakeland_terrier,27.3,True,English_springer,8.4,True
793210959003287553,Maude,None,10,3301,9997,doormat,87.4,False,French_bulldog,1.9,True,Boston_bull,1.5,True
793195938047070209,Lily,None,12,6547,17063,Labrador_retriever,65.5,True,golden_retriever,7.4,True,Chihuahua,4.2,True
793195938047070209,Lily,puppo,12,6547,17063,Labrador_retriever,65.5,True,golden_retriever,7.4,True,Chihuahua,4.2,True
793180763617361921,Newt,None,11,2310,7740,Lakeland_terrier,26.7,True,Irish_terrier,21.9,True,Airedale,13.3,True
793165685325201412,Benji,None,12,3238,10478,golden_retriever,94.6,True,Labrador_retriever,3.6,True,doormat,0.2,False
793150605191548928,Nida,None,11,1984,6909,Italian_greyhound,19.4,True,bluetick,16.0,True,standard_poodle,12.6,True
793120401413079041,Robin,None,11,4551,14202,Labrador_retriever,72.5,True,golden_retriever,17.0,True,kuvasz,3.6,True
792883833364439040,Bailey,None,12,4964,12666,jack-o'-lantern,99.9,False,basketball,0.0,False,standard_poodle,0.0,True
792773781206999040,Monster,None,12,1963,8209,Yorkshire_terrier,91.3,True,silky_terrier,6.8,True,Australian_terrier,0.4,True
792394556390137856,BeBe,None,12,4998,15128,cocker_spaniel,74.6,True,Irish_setter,9.2,True,miniature_poodle,6.1,True
792050063153438720,Remus,None,11,2088,8029,komondor,94.3,True,swab,5.3,False,Tibetan_terrier,0.3,True
791672322847637504,None,None,13,3661,13129,golden_retriever,70.5,True,Labrador_retriever,22.0,True,kuvasz,1.6,True
791406955684368384,Levi,None,12,4797,14670,Pembroke,97.3,True,Cardigan,2.7,True,basenji,0.0,True
791312159183634433,Mabel,None,12,2963,9841,miniature_pinscher,89.3,True,toy_terrier,9.6,True,Doberman,0.4,True
790987426131050500,Misty,None,12,2483,11089,cocker_spaniel,34.9,True,flat-coated_retriever,31.0,True,Newfoundland,10.5,True
790946055508652032,Betty,None,12,5496,18601,dishwasher,70.0,False,golden_retriever,24.6,True,chow,3.9,True
790946055508652032,Betty,puppo,12,5496,18601,dishwasher,70.0,False,golden_retriever,24.6,True,chow,3.9,True
790698755171364864,Mosby,None,12,2203,9158,Bernese_mountain_dog,99.7,True,EntleBucher,0.1,True,Appenzeller,0.1,True
790581949425475584,Duke,None,11,8183,22473,refrigerator,99.9,False,malinois,0.0,True,kelpie,0.0,True
790337589677002753,Maggie,None,12,2167,8740,Pembroke,65.9,True,Cardigan,15.3,True,toy_terrier,10.2,True
790277117346975746,Bruce,None,11,3732,14081,Labrador_retriever,42.8,True,Great_Dane,19.1,True,curly-coated_retriever,14.6,True
789986466051088384,Happy,None,12,2704,10369,tub,47.9,False,bathtub,32.5,False,golden_retriever,7.9,True
789628658055020548,Eli,None,13,2080,8448,chow,26.1,True,cougar,8.8,False,Pomeranian,8.0,True
789599242079838210,Brownie,None,12,2279,7620,Chesapeake_Bay_retriever,87.9,True,beagle,1.9,True,Labrador_retriever,1.7,True
789530877013393408,Rizzy,None,12,3942,13188,schipperke,36.3,True,kelpie,19.7,True,Norwegian_elkhound,15.1,True
789268448748703744,Stella,None,10,3014,10196,malamute,81.3,True,Siberian_husky,12.1,True,Eskimo_dog,2.4,True
789137962068021249,Bo,None,12,3244,10875,Chihuahua,74.6,True,Pekinese,7.0,True,Pembroke,4.9,True
788908386943430656,Lucy,None,11,14409,30653,remote_control,88.2,False,oscilloscope,3.6,False,golden_retriever,3.4,True
788765914992902144,Butter,None,12,12014,30658,cocker_spaniel,50.1,True,golden_retriever,27.3,True,jigsaw_puzzle,4.1,False
788412144018661376,Dexter,None,11,5990,16060,golden_retriever,80.5,True,Labrador_retriever,11.4,True,Brittany_spaniel,3.9,True
788178268662984705,None,None,13,2488,8100,Samoyed,73.5,True,Pomeranian,7.5,True,Arctic_fox,3.6,False
788150585577050112,Leo,None,13,1510,6865,chow,81.4,True,Pomeranian,11.3,True,Chihuahua,1.6,True
787810552592695296,Frank,None,11,3540,9717,pug,36.3,True,French_bulldog,22.2,True,English_setter,8.0,True
787717603741622272,Tonks,None,13,3240,11416,German_shepherd,99.2,True,malinois,0.5,True,kelpie,0.1,True
787717603741622272,Tonks,puppo,13,3240,11416,German_shepherd,99.2,True,malinois,0.5,True,kelpie,0.1,True
787397959788929025,Moose,None,11,3300,12120,Chihuahua,90.0,True,toy_terrier,2.1,True,miniature_pinscher,1.9,True
787322443945877504,Lincoln,None,10,2032,8726,seat_belt,74.8,False,golden_retriever,10.6,True,dingo,1.7,False
786963064373534720,Rory,None,12,9327,29725,golden_retriever,91.5,True,Saluki,4.6,True,Labrador_retriever,3.8,True
786709082849828864,Logan,None,75,7069,20296,Pomeranian,46.7,True,Persian_cat,12.3,False,chow,10.3,True
786664955043049472,None,None,12,2996,11957,Leonberg,51.2,True,keeshond,46.5,True,Pomeranian,0.8,True
786595970293370880,Dale,None,11,3601,10497,Pembroke,71.0,True,Cardigan,28.7,True,chow,0.1,True
786363235746385920,Rizzo,doggo,13,4072,12189,golden_retriever,92.9,True,Labrador_retriever,6.3,True,Saluki,0.2,True
786363235746385920,Rizzo,None,13,4072,12189,golden_retriever,92.9,True,Labrador_retriever,6.3,True,Saluki,0.2,True
786233965241827333,Mattie,None,11,5571,17178,Labrador_retriever,47.8,True,schipperke,22.5,True,Staffordshire_bullterrier,7.7,True
785927819176054784,Lucy,None,12,3652,12696,teddy,97.2,False,toy_poodle,0.8,True,chow,0.3,True
785872687017132033,Rusty,None,12,2130,7489,Great_Pyrenees,39.2,True,golden_retriever,19.8,True,Pekinese,14.3,True
785533386513321988,Dallas,None,11,2334,10183,miniature_pinscher,43.6,True,black-and-tan_coonhound,25.8,True,Rottweiler,14.5,True
785264754247995392,Doc,None,12,1911,8128,teddy,67.5,False,cradle,5.7,False,chow,5.6,True
785170936622350336,Hero,None,11,5639,13491,seat_belt,89.1,False,Eskimo_dog,2.7,True,Samoyed,2.0,True
784826020293709826,Rusty,None,13,3712,11310,chow,9.0,True,binoculars,8.3,False,Irish_setter,7.7,True
784517518371221505,Frankie,None,11,2970,10039,malamute,75.8,True,Eskimo_dog,15.1,True,Siberian_husky,8.5,True
784431430411685888,Stormy,None,12,1491,6329,miniature_poodle,74.5,True,toy_poodle,24.3,True,standard_poodle,1.1,True
783821107061198850,Mairi,None,12,2269,8209,Lakeland_terrier,26.6,True,golden_retriever,19.6,True,standard_poodle,13.4,True
783695101801398276,Loomis,None,12,3737,11650,chow,31.4,True,golden_retriever,30.0,True,Australian_terrier,4.9,True
783466772167098368,Finn,None,11,2608,9468,Chihuahua,78.9,True,miniature_pinscher,11.6,True,toy_terrier,3.6,True
783391753726550016,Godi,None,13,6441,18908,Norwegian_elkhound,87.7,True,cairn,8.6,True,keeshond,1.1,True
783334639985389568,Dave,None,12,13616,32651,Cardigan,59.4,True,Shetland_sheepdog,13.1,True,Pembroke,10.1,True
783085703974514689,Earl,None,11,2565,9112,Chesapeake_Bay_retriever,24.1,True,Airedale,16.4,True,boxer,13.5,True
782969140009107456,Cali,None,12,8521,26949,seat_belt,47.4,False,golden_retriever,17.1,True,Labrador_retriever,11.1,True
782747134529531904,Deacon,doggo,11,1604,8310,golden_retriever,56.1,True,otterhound,19.9,True,clumber,4.1,True
782747134529531904,Deacon,None,11,1604,8310,golden_retriever,56.1,True,otterhound,19.9,True,clumber,4.1,True
782722598790725632,Penny,None,10,6238,19250,Irish_setter,57.5,True,golden_retriever,33.9,True,seat_belt,4.6,False
782598640137187329,Timmy,None,11,2184,8694,malamute,84.1,True,Tibetan_mastiff,14.1,True,Eskimo_dog,1.2,True
782305867769217024,Sampson,doggo,12,6470,18630,briard,50.4,True,soft-coated_wheaten_terrier,39.1,True,Lhasa,3.5,True
782305867769217024,Sampson,None,12,6470,18630,briard,50.4,True,soft-coated_wheaten_terrier,39.1,True,Lhasa,3.5,True
781661882474196992,None,None,5,3129,11634,Pembroke,43.8,True,golden_retriever,22.7,True,collie,7.1,True
781524693396357120,None,None,12,6426,23163,tennis_ball,99.5,False,Chesapeake_Bay_retriever,0.4,True,Labrador_retriever,0.1,True
781251288990355457,Oakley,None,11,2458,9428,Mexican_hairless,88.8,True,Italian_greyhound,3.1,True,seat_belt,2.7,False
781163403222056960,None,None,10,3168,10895,Shetland_sheepdog,97.4,True,collie,2.5,True,Border_collie,0.0,True
780858289093574656,Dash,None,10,2328,8033,Chesapeake_Bay_retriever,48.9,True,Sussex_spaniel,27.2,True,kelpie,10.7,True
780800785462489090,Koda,None,11,1505,6141,Siberian_husky,95.2,True,Eskimo_dog,3.5,True,Pembroke,0.9,True
780601303617732608,Hercules,None,12,3839,13525,Saint_Bernard,99.5,True,Cardigan,0.3,True,English_springer,0.1,True
780543529827336192,None,None,12,2032,7040,golden_retriever,62.8,True,Labrador_retriever,31.7,True,Tibetan_mastiff,1.2,True
780459368902959104,Bear,None,11,1224,5892,Great_Dane,38.2,True,German_shepherd,31.2,True,bull_mastiff,3.3,True
780192070812196864,None,None,11,2589,9712,vizsla,14.4,True,mongoose,9.1,False,hatchet,7.4,False
779834332596887552,Scout,None,11,8237,21252,golden_retriever,99.4,True,cocker_spaniel,0.3,True,Great_Pyrenees,0.1,True
779123168116150273,Reggie,None,12,4207,13206,toy_poodle,43.1,True,soft-coated_wheaten_terrier,6.0,True,cocker_spaniel,6.0,True
779056095788752897,None,None,13,5247,16500,Chihuahua,72.1,True,toy_terrier,11.3,True,kelpie,5.3,True
778990705243029504,Jay,None,11,8437,22342,cocker_spaniel,71.5,True,Labrador_retriever,20.7,True,Chihuahua,2.9,True
778748913645780993,Mya,None,11,1562,7717,Staffordshire_bullterrier,35.1,True,boxer,20.1,True,American_Staffordshire_terrier,14.3,True
778650543019483137,Strider,None,10,1729,6430,German_shepherd,51.6,True,malinois,30.0,True,kelpie,8.7,True
778624900596654080,Penny,None,11,1176,5177,Airedale,78.6,True,Irish_terrier,12.1,True,Lakeland_terrier,1.5,True
778408200802557953,None,None,14,5023,15135,Pembroke,84.8,True,Cardigan,10.8,True,beagle,1.2,True
778383385161035776,Nala,None,13,1271,6515,collie,34.5,True,borzoi,31.3,True,Border_collie,21.3,True
778286810187399168,Stanley,None,11,3836,11576,Boston_bull,32.2,True,pug,23.0,True,muzzle,10.1,False
778039087836069888,None,None,12,3065,9417,German_shepherd,71.8,True,malinois,11.1,True,Norwegian_elkhound,5.9,True
778039087836069888,None,pupper,12,3065,9417,German_shepherd,71.8,True,malinois,11.1,True,Norwegian_elkhound,5.9,True
778027034220126208,Sophie,None,27,1885,7320,clumber,94.7,True,cocker_spaniel,1.6,True,Lhasa,0.7,True
778027034220126208,Sophie,pupper,27,1885,7320,clumber,94.7,True,cocker_spaniel,1.6,True,Lhasa,0.7,True
777885040357281792,Wesley,None,3,1893,7078,Afghan_hound,12.4,True,basset,12.0,True,Siberian_husky,10.9,True
777684233540206592,None,None,12,3403,12518,cocker_spaniel,25.3,True,golden_retriever,16.3,True,otterhound,11.1,True
777621514455814149,Derek,None,12,2910,9742,chow,100.0,True,Norwich_terrier,0.0,True,Pomeranian,0.0,True
777189768882946048,Jeffrey,None,12,4999,15921,Chihuahua,98.8,True,Mexican_hairless,0.4,True,hog,0.2,False
776813020089548800,Solomon,None,12,1405,5444,toy_poodle,51.7,True,miniature_poodle,25.5,True,standard_poodle,16.9,True
776477788987613185,Huck,None,11,3249,9858,Labrador_retriever,88.5,True,Chesapeake_Bay_retriever,5.8,True,paintbrush,0.6,False
776477788987613185,Huck,pupper,11,3249,9858,Labrador_retriever,88.5,True,Chesapeake_Bay_retriever,5.8,True,paintbrush,0.6,False
776218204058357768,None,None,13,18497,33345,Samoyed,94.0,True,Pomeranian,5.6,True,keeshond,0.2,True
776218204058357768,None,floofer,13,18497,33345,Samoyed,94.0,True,Pomeranian,5.6,True,keeshond,0.2,True
776201521193218049,O,None,10,2919,10681,Rottweiler,50.2,True,black-and-tan_coonhound,15.5,True,bloodhound,13.5,True
776088319444877312,None,None,10,179,2045,web_site,100.0,False,pug,0.0,True,menu,0.0,False
775842724423557120,Blue,None,12,3116,13022,chow,52.0,True,bath_towel,2.9,False,French_bulldog,2.6,True
775364825476165632,Finley,doggo,11,3472,8295,beagle,57.1,True,Chihuahua,17.5,True,Pembroke,3.4,True
775364825476165632,Finley,None,11,3472,8295,beagle,57.1,True,Chihuahua,17.5,True,Pembroke,3.4,True
775085132600442880,Tucker,None,13,5488,17281,chow,31.7,True,golden_retriever,24.2,True,Pomeranian,15.8,True
774757898236878852,Finley,None,12,2035,9462,toy_poodle,72.0,True,miniature_poodle,25.2,True,Lakeland_terrier,0.7,True
774639387460112384,Sprinkles,None,10,2013,7508,Walker_hound,62.8,True,basenji,12.9,True,Ibizan_hound,12.6,True
774314403806253056,None,None,14,6478,24167,Eskimo_dog,59.6,True,Siberian_husky,22.3,True,Saluki,3.6,True
773985732834758656,Winnie,None,11,4492,11925,giant_panda,45.1,False,fur_coat,14.8,False,pug,11.0,True
773985732834758656,Winnie,pupper,11,4492,11925,giant_panda,45.1,False,fur_coat,14.8,False,pug,11.0,True
773922284943896577,Heinrich,None,12,1999,7110,Pomeranian,55.4,True,Samoyed,43.2,True,chow,0.3,True
773704687002451968,Loki,None,12,1891,7317,silky_terrier,32.4,True,Yorkshire_terrier,18.1,True,Airedale,13.3,True
773670353721753600,Shakespeare,None,10,1501,5935,Old_English_sheepdog,96.9,True,Maltese_dog,1.3,True,soft-coated_wheaten_terrier,0.5,True
773547596996571136,Chelsea,None,11,7126,24553,Norwegian_elkhound,37.2,True,Chesapeake_Bay_retriever,13.7,True,malamute,7.1,True
773547596996571136,Chelsea,pupper,11,7126,24553,Norwegian_elkhound,37.2,True,Chesapeake_Bay_retriever,13.7,True,malamute,7.1,True
773308824254029826,Bungalo,None,12,8640,25846,shopping_cart,57.2,False,Labrador_retriever,15.1,True,shopping_basket,10.7,False
773247561583001600,Chip,None,10,3699,10414,seat_belt,71.4,False,miniature_pinscher,8.3,True,Brabancon_griffon,7.6,True
773191612633579521,Grey,None,12,4736,11117,Blenheim_spaniel,42.8,True,Shih-Tzu,21.9,True,Welsh_springer_spaniel,14.5,True
772877495989305348,None,None,11,4501,9555,tabby,21.8,False,Norwegian_elkhound,13.9,True,wombat,7.4,False
772826264096874500,Roosevelt,None,11,2669,8842,basset,91.5,True,Walker_hound,7.2,True,beagle,0.8,True
772581559778025472,a,None,10,1968,7192,Newfoundland,57.4,True,Border_collie,12.8,True,Saint_Bernard,5.9,True
772193107915964416,Willem,None,12,1612,6665,Pembroke,36.8,True,Chihuahua,22.4,True,Pekinese,16.5,True
772193107915964416,Willem,pupper,12,1612,6665,Pembroke,36.8,True,Chihuahua,22.4,True,Pekinese,16.5,True
772152991789019136,None,None,10,1300,4181,golden_retriever,27.5,True,Irish_setter,10.1,True,vizsla,7.4,True
772117678702071809,Jack,None,12,848,4165,Labrador_retriever,21.8,True,beagle,15.8,True,golden_retriever,12.8,True
772114945936949249,Finn,None,10,546,3005,Chihuahua,80.3,True,toy_terrier,5.3,True,Italian_greyhound,3.7,True
772102971039580160,Penny,None,11,1065,4448,Pembroke,54.2,True,Cardigan,26.1,True,Shetland_sheepdog,6.4,True
771770456517009408,Davey,None,11,3924,13356,papillon,53.3,True,collie,19.2,True,Border_collie,12.2,True
771500966810099713,Dakota,None,12,3018,9167,Labrador_retriever,83.4,True,golden_retriever,10.3,True,soccer_ball,1.2,False
771380798096281600,Fizz,None,11,5912,11746,collie,50.4,True,Border_collie,45.1,True,English_springer,1.3,True
771136648247640064,Dixie,None,11,3357,10223,bathtub,36.9,False,golden_retriever,29.7,True,tub,20.2,False
771102124360998913,Charlie,None,12,1663,6898,Labrador_retriever,56.9,True,pug,18.0,True,Staffordshire_bullterrier,3.4,True
770787852854652928,Winston,None,10,1415,5498,Bernese_mountain_dog,78.8,True,Greater_Swiss_Mountain_dog,16.4,True,EntleBucher,2.0,True
770772759874076672,Sebastian,None,11,1626,5749,chow,98.0,True,golden_retriever,1.0,True,Pomeranian,0.5,True
770414278348247044,Al,None,11,2390,6987,maillot,58.1,False,maillot,8.1,False,golden_retriever,5.4,True
770293558247038976,Jackson,None,10,1718,6923,Italian_greyhound,93.2,True,Mexican_hairless,3.9,True,whippet,1.3,True
770069151037685760,Carbon,None,10,2651,8385,Boston_bull,41.5,True,American_Staffordshire_terrier,28.7,True,Staffordshire_bullterrier,11.5,True
769940425801170949,Klein,None,12,11131,34948,miniature_pinscher,79.6,True,Chihuahua,15.5,True,Staffordshire_bullterrier,3.1,True
769695466921623552,Titan,None,13,1926,7101,pug,40.7,True,muzzle,16.6,False,kuvasz,4.6,True
769212283578875904,DonDon,None,12,1969,5980,golden_retriever,16.7,True,Pekinese,14.8,True,cocker_spaniel,8.3,True
768970937022709760,Kirby,None,12,7574,16017,Pomeranian,18.2,True,golden_retriever,11.1,True,mousetrap,8.6,False
768855141948723200,Jesse,None,11,1034,4660,chow,72.0,True,Brabancon_griffon,5.8,True,Rottweiler,5.5,True
768609597686943744,Lou,None,10,1382,4580,basenji,18.3,True,Italian_greyhound,13.6,True,whippet,6.0,True
768596291618299904,Oakley,None,12,1473,5592,Great_Pyrenees,73.0,True,golden_retriever,23.8,True,Labrador_retriever,2.1,True
768473857036525572,Chevy,None,11,3958,15110,Labrador_retriever,73.9,True,Chesapeake_Bay_retriever,24.6,True,kelpie,0.7,True
767754930266464257,Philbert,None,11,6221,17814,vizsla,30.8,True,fountain,14.2,False,Chesapeake_Bay_retriever,11.4,True
767500508068192258,Louie,None,12,2688,8295,chow,48.3,True,golden_retriever,16.5,True,Norfolk_terrier,6.0,True
767122157629476866,Rupert,None,13,3261,11227,toy_poodle,87.4,True,miniature_poodle,5.9,True,Irish_terrier,3.5,True
766793450729734144,Rufus,None,10,1565,5650,beagle,45.2,True,basset,19.8,True,bloodhound,7.3,True
766693177336135680,Brudge,None,11,918,4484,Doberman,94.8,True,vizsla,1.5,True,Rhodesian_ridgeback,1.0,True
766423258543644672,Shadoe,None,9,1825,6671,keeshond,99.6,True,Pomeranian,0.4,True,Norwegian_elkhound,0.0,True
766313316352462849,Oscar,None,12,2166,7493,toy_poodle,96.7,True,miniature_poodle,1.6,True,cocker_spaniel,1.0,True
766069199026450432,Juno,None,12,1003,4765,redbone,48.5,True,beagle,43.8,True,basset,1.1,True
766008592277377025,Angel,None,11,571,4149,Welsh_springer_spaniel,72.8,True,basset,10.4,True,Brittany_spaniel,6.2,True
765719909049503744,Brat,None,12,2475,8021,golden_retriever,97.0,True,Labrador_retriever,2.2,True,Border_terrier,0.2,True
765669560888528897,Tove,None,12,1407,5760,beagle,99.3,True,Walker_hound,0.3,True,basset,0.2,True
765395769549590528,my,None,13,3127,20539,Pembroke,50.9,True,Cardigan,33.0,True,Shetland_sheepdog,3.9,True
765371061932261376,Louie,None,11,2475,7842,golden_retriever,82.9,True,Labrador_retriever,8.9,True,kuvasz,1.7,True
765371061932261376,Louie,pupper,11,2475,7842,golden_retriever,82.9,True,Labrador_retriever,8.9,True,kuvasz,1.7,True
765222098633691136,Gromit,None,10,3914,12902,dalmatian,55.7,True,whippet,15.1,True,American_Staffordshire_terrier,9.6,True
764857477905154048,Aubie,None,12,2029,7099,Bernese_mountain_dog,79.2,True,Appenzeller,15.5,True,EntleBucher,3.8,True
764259802650378240,Kota,None,10,1745,6718,German_shepherd,97.4,True,malinois,2.6,True,kelpie,0.0,True
763837565564780549,Alfie,None,11,4858,14041,malamute,37.5,True,jean,6.9,False,keeshond,5.1,True
763183847194451968,Clark,None,8,1702,6004,miniature_poodle,35.5,True,toy_poodle,33.9,True,teddy,15.6,False
763103485927849985,Belle,None,10,2602,8163,seat_belt,68.6,False,ice_bear,8.2,False,chow,3.9,True
762699858130116608,Leela,None,11,4190,13518,kelpie,51.9,True,German_shepherd,29.6,True,dingo,6.1,False
762471784394268675,Glenn,None,12,7612,12571,Samoyed,54.0,True,standard_poodle,28.0,True,toy_poodle,10.2,True
762464539388485633,Buddy,None,12,4839,11503,chow,100.0,True,Tibetan_mastiff,0.0,True,dhole,0.0,False
761976711479193600,Shelby,None,12,2310,5992,Labrador_retriever,47.6,True,Chesapeake_Bay_retriever,8.3,True,Staffordshire_bullterrier,4.8,True
761599872357261312,Sephie,None,11,1336,4578,Gordon_setter,24.0,True,Saluki,22.4,True,Doberman,13.0,True
761334018830917632,Bruce,None,10,1669,5792,Norwegian_elkhound,82.3,True,malinois,8.6,True,German_shepherd,6.3,True
761292947749015552,Bonaparte,None,11,1265,4957,standard_poodle,66.1,True,Samoyed,31.5,True,miniature_poodle,0.9,True
761227390836215808,Albert,None,10,1775,5908,cougar,30.7,False,French_bulldog,28.1,True,boxer,5.5,True
761004547850530816,Bo,None,11,3952,12482,golden_retriever,73.5,True,Sussex_spaniel,6.5,True,Labrador_retriever,4.8,True
760893934457552897,Wishes,doggo,11,1104,4228,Blenheim_spaniel,11.4,True,cocker_spaniel,10.6,True,borzoi,7.4,True
760893934457552897,Wishes,None,11,1104,4228,Blenheim_spaniel,11.4,True,cocker_spaniel,10.6,True,borzoi,7.4,True
760656994973933572,Rose,None,11,2210,7343,golden_retriever,76.1,True,Labrador_retriever,23.2,True,redbone,0.3,True
760539183865880579,Atlas,None,12,4168,8399,Samoyed,98.8,True,malamute,0.5,True,West_Highland_white_terrier,0.1,True
760290219849637889,Rocco,None,13,13140,29618,Old_English_sheepdog,30.2,True,Lhasa,25.9,True,briard,17.9,True
759923798737051648,None,None,10,6521,16284,Labrador_retriever,32.5,True,seat_belt,10.9,False,pug,10.2,True
759846353224826880,Kirby,None,11,2265,7433,Sussex_spaniel,35.5,True,vizsla,14.1,True,otterhound,9.2,True
759793422261743616,Maggie,doggo,12,2173,6620,golden_retriever,98.6,True,Labrador_retriever,0.2,True,kuvasz,0.2,True
759793422261743616,Maggie,None,12,2173,6620,golden_retriever,98.6,True,Labrador_retriever,0.2,True,kuvasz,0.2,True
759793422261743616,Maggie,pupper,12,2173,6620,golden_retriever,98.6,True,Labrador_retriever,0.2,True,kuvasz,0.2,True
759557299618865152,Emma,None,10,1341,5202,golden_retriever,76.3,True,Chesapeake_Bay_retriever,19.4,True,Labrador_retriever,1.2,True
759447681597108224,Oakley,None,11,2827,9418,kuvasz,22.3,True,Bedlington_terrier,22.1,True,teddy,18.1,False
759197388317847553,Luna,None,12,2221,6725,kuvasz,51.1,True,golden_retriever,7.7,True,white_wolf,6.3,False
759099523532779520,Toby,None,7,4813,16101,Shetland_sheepdog,12.9,True,kelpie,11.8,True,Siberian_husky,10.7,True
759047813560868866,Spencer,None,11,2302,7227,Labrador_retriever,77.9,True,bathing_cap,15.4,False,golden_retriever,2.5,True
758854675097526272,Lilli,None,11,1027,3904,barrow,97.4,False,Old_English_sheepdog,2.4,True,komondor,0.1,True
758828659922702336,None,doggo,13,4376,12376,Chesapeake_Bay_retriever,48.0,True,vizsla,26.5,True,Weimaraner,12.2,True
758828659922702336,None,None,13,4376,12376,Chesapeake_Bay_retriever,48.0,True,vizsla,26.5,True,Weimaraner,12.2,True
758740312047005698,Boston,None,12,1824,6339,Chesapeake_Bay_retriever,84.9,True,Labrador_retriever,11.0,True,curly-coated_retriever,2.5,True
758474966123810816,Brandonald,None,11,1132,4227,Pembroke,54.6,True,Cardigan,24.4,True,German_shepherd,10.0,True
